"sample_id","n_phy","likelihood","error_rate","p_val_perm","p_val_wsrst","abs_diff","mix_index","mix_node","mix_phylotype","mix_prop","failed","reason"
"S0259-01.filtered.vcf.gz",1,-2638.45555981575,0.0011962962962963,0,-1,Inf,1,156,"4.1.1.3",1,FALSE,NA
"S0261-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0262-01.filtered.vcf.gz",5,-3548.29780694814,0.00174444444444444,0,3.77278259741558e-13,9.3437,1,156,"4.1.1.3",0.2272,FALSE,NA
"S0262-01.filtered.vcf.gz",5,-3548.29780694814,0.00174444444444444,0,3.77278259741558e-13,9.3437,2,65,"2.2.M1.1",0.4243,FALSE,NA
"S0262-01.filtered.vcf.gz",5,-3548.29780694814,0.00174444444444444,0,3.77278259741558e-13,9.3437,3,96,"3.1.1.1",0.0499,FALSE,NA
"S0262-01.filtered.vcf.gz",5,-3548.29780694814,0.00174444444444444,0,3.77278259741558e-13,9.3437,4,128,"4.9",0.2535,FALSE,NA
"S0262-01.filtered.vcf.gz",5,-3548.29780694814,0.00174444444444444,0,3.77278259741558e-13,9.3437,5,30,"4.4.1.1.1",0.0451,FALSE,NA
"S0265-01.filtered.vcf.gz",5,-2097.49488846295,0.00174444444444444,0,0.00508167663778856,8.0962,1,156,"4.1.1.3",0.1717,FALSE,NA
"S0265-01.filtered.vcf.gz",5,-2097.49488846295,0.00174444444444444,0,0.00508167663778856,8.0962,2,65,"2.2.M1.1",0.4233,FALSE,NA
"S0265-01.filtered.vcf.gz",5,-2097.49488846295,0.00174444444444444,0,0.00508167663778856,8.0962,3,96,"3.1.1.1",0.0535,FALSE,NA
"S0265-01.filtered.vcf.gz",5,-2097.49488846295,0.00174444444444444,0,0.00508167663778856,8.0962,4,128,"4.9",0.3055,FALSE,NA
"S0265-01.filtered.vcf.gz",5,-2097.49488846295,0.00174444444444444,0,0.00508167663778856,8.0962,5,122,"4.3.2",0.046,FALSE,NA
"S0267-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0269-01.filtered.vcf.gz",1,-410.983189729431,0.000617695473251029,0,-1,Inf,1,159,"4.8",1,FALSE,NA
"S0269-04.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0270-01.filtered.vcf.gz",1,-1923.3075824415,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE,NA
"S0272-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0272-09.filtered.vcf.gz",1,-547.669024822685,0.00055679012345679,0,-1,Inf,1,115,"2.2.M1.4",1,FALSE,NA
"S0273-01.filtered.vcf.gz",1,-3975.67559045291,0.00147037037037037,0,-1,Inf,1,42,"4.1.1.2",1,FALSE,NA
"S0273-05.filtered.vcf.gz",2,-1514.83262564692,1e-04,0,6.12637341708271e-06,14.6862,1,42,"4.1.1.2",0.8806,FALSE,NA
"S0273-05.filtered.vcf.gz",2,-1514.83262564692,1e-04,0,6.12637341708271e-06,14.6862,2,57,"4.1.1.1",0.1194,FALSE,NA
"S0274-01.filtered.vcf.gz",1,-1021.87238534178,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE,NA
"S0274-08.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0276-01.filtered.vcf.gz",3,-1306.1538325276,0.000678600823045267,0,0.00120046021981887,4.99910000000001,1,40,"2.2.M4.4",0.856,FALSE,NA
"S0276-01.filtered.vcf.gz",3,-1306.1538325276,0.000678600823045267,0,0.00120046021981887,4.99910000000001,2,57,"4.1.1.1",0.1002,FALSE,NA
"S0276-01.filtered.vcf.gz",3,-1306.1538325276,0.000678600823045267,0,0.00120046021981887,4.99910000000001,3,156,"4.1.1.3",0.0438,FALSE,NA
"S0276-07.filtered.vcf.gz",1,-876.248897379536,0.000922222222222222,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE,NA
"S0278-01.filtered.vcf.gz",1,-1116.8100663315,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE,NA
"S0278-06.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0279-01_K064745.filtered.vcf.gz",5,-2214.55831833672,0.000495884773662551,0,0.00885550632412265,1.6252,1,9,"4.3.2.1",0.8676,FALSE,NA
"S0279-01_K064745.filtered.vcf.gz",5,-2214.55831833672,0.000495884773662551,0,0.00885550632412265,1.6252,2,40,"2.2.M4.4",0.0168,FALSE,NA
"S0279-01_K064745.filtered.vcf.gz",5,-2214.55831833672,0.000495884773662551,0,0.00885550632412265,1.6252,3,128,"4.9",0.0891,FALSE,NA
"S0279-01_K064745.filtered.vcf.gz",5,-2214.55831833672,0.000495884773662551,0,0.00885550632412265,1.6252,4,57,"4.1.1.1",0.0135,FALSE,NA
"S0279-01_K064745.filtered.vcf.gz",5,-2214.55831833672,0.000495884773662551,0,0.00885550632412265,1.6252,5,32,"2.2.AA1",0.013,FALSE,NA
"S0279-01.filtered.vcf.gz",2,-994.687523706416,0.000495884773662551,0,1.63030163700652e-29,18.696,1,9,"4.3.2.1",0.9344,FALSE,NA
"S0279-01.filtered.vcf.gz",2,-994.687523706416,0.000495884773662551,0,1.63030163700652e-29,18.696,2,57,"4.1.1.1",0.0656,FALSE,NA
"S0279-06_K064731.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0279-06.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0280-01.filtered.vcf.gz",2,-1414.09051279349,0.000922222222222222,0,1.60578512318873e-30,21.721,1,97,"4.3.4.2.1",0.893,FALSE,NA
"S0280-01.filtered.vcf.gz",2,-1414.09051279349,0.000922222222222222,0,1.60578512318873e-30,21.721,2,57,"4.1.1.1",0.107,FALSE,NA
"S0280-06.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0281-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0283-01.filtered.vcf.gz",3,-5692.6121325523,0.000678600823045267,0,3.81197812701307e-26,4.8091,1,65,"2.2.M1.1",0.9283,FALSE,NA
"S0283-01.filtered.vcf.gz",3,-5692.6121325523,0.000678600823045267,0,3.81197812701307e-26,4.8091,2,9,"4.3.2.1",0.0566,FALSE,NA
"S0283-01.filtered.vcf.gz",3,-5692.6121325523,0.000678600823045267,0,3.81197812701307e-26,4.8091,3,156,"4.1.1.3",0.0151,FALSE,NA
"S0284-07.filtered.vcf.gz",1,-573.447979610821,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0288-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0290-01.filtered.vcf.gz",1,-1153.11442820817,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0291-01.filtered.vcf.gz",1,-396.554399519666,1e-04,0,-1,Inf,1,158,"4.1.2",1,FALSE,NA
"S0291-09.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0294-01.filtered.vcf.gz",1,-1605.2173177468,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0298-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0301-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0305-01.filtered.vcf.gz",2,-1646.98486757457,1e-04,0,5.55556250271141e-49,16.2288,1,9,"4.3.2.1",0.9559,FALSE,NA
"S0305-01.filtered.vcf.gz",2,-1646.98486757457,1e-04,0,5.55556250271141e-49,16.2288,2,65,"2.2.M1.1",0.0441,FALSE,NA
"S0307-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0310-01.filtered.vcf.gz",3,-4435.22647606185,0.000495884773662551,0,0.00242318179626094,2.40240000000002,1,65,"2.2.M1.1",0.9692,FALSE,NA
"S0310-01.filtered.vcf.gz",3,-4435.22647606185,0.000495884773662551,0,0.00242318179626094,2.40240000000002,2,9,"4.3.2.1",0.0196,FALSE,NA
"S0310-01.filtered.vcf.gz",3,-4435.22647606185,0.000495884773662551,0,0.00242318179626094,2.40240000000002,3,128,"4.9",0.0112,FALSE,NA
"S0314-01B.filtered.vcf.gz",1,-4969.67939412663,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0314-01.filtered.vcf.gz",2,-3080.12870318541,0.000617695473251029,0,9.20590284052408e-56,18.1937,1,65,"2.2.M1.1",0.9447,FALSE,NA
"S0314-01.filtered.vcf.gz",2,-3080.12870318541,0.000617695473251029,0,9.20590284052408e-56,18.1937,2,57,"4.1.1.1",0.0553,FALSE,NA
"S0314-m5.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0317-01B.filtered.vcf.gz",5,-1626.01316286324,0.000922222222222222,0,0.00374356585385217,2.95389999999998,1,65,"2.2.M1.1",0.6103,FALSE,NA
"S0317-01B.filtered.vcf.gz",5,-1626.01316286324,0.000922222222222222,0,0.00374356585385217,2.95389999999998,2,128,"4.9",0.225,FALSE,NA
"S0317-01B.filtered.vcf.gz",5,-1626.01316286324,0.000922222222222222,0,0.00374356585385217,2.95389999999998,3,57,"4.1.1.1",0.0665,FALSE,NA
"S0317-01B.filtered.vcf.gz",5,-1626.01316286324,0.000922222222222222,0,0.00374356585385217,2.95389999999998,4,9,"4.3.2.1",0.0515,FALSE,NA
"S0317-01B.filtered.vcf.gz",5,-1626.01316286324,0.000922222222222222,0,0.00374356585385217,2.95389999999998,5,40,"2.2.M4.4",0.0467,FALSE,NA
"S0317-01.filtered.vcf.gz",4,-1746.51220975176,0.0011962962962963,0,1.00054941589039e-69,16.1211,1,65,"2.2.M1.1",0.6207,FALSE,NA
"S0317-01.filtered.vcf.gz",4,-1746.51220975176,0.0011962962962963,0,1.00054941589039e-69,16.1211,2,57,"4.1.1.1",0.1905,FALSE,NA
"S0317-01.filtered.vcf.gz",4,-1746.51220975176,0.0011962962962963,0,1.00054941589039e-69,16.1211,3,156,"4.1.1.3",0.1046,FALSE,NA
"S0317-01.filtered.vcf.gz",4,-1746.51220975176,0.0011962962962963,0,1.00054941589039e-69,16.1211,4,125,"4.3",0.0842,FALSE,NA
"S0322-01B.filtered.vcf.gz",2,-3152.44442884643,1e-04,0,1.94837675932789e-58,116.9256,1,65,"2.2.M1.1",0.6601,FALSE,NA
"S0322-01B.filtered.vcf.gz",2,-3152.44442884643,1e-04,0,1.94837675932789e-58,116.9256,2,156,"4.1.1.3",0.3399,FALSE,NA
"S0322-01.filtered.vcf.gz",3,-3678.36044553575,0.000617695473251029,0,1.26153560682915e-14,3.4672,1,156,"4.1.1.3",0.8169,FALSE,NA
"S0322-01.filtered.vcf.gz",3,-3678.36044553575,0.000617695473251029,0,1.26153560682915e-14,3.4672,2,65,"2.2.M1.1",0.1567,FALSE,NA
"S0322-01.filtered.vcf.gz",3,-3678.36044553575,0.000617695473251029,0,1.26153560682915e-14,3.4672,3,57,"4.1.1.1",0.0264,FALSE,NA
"S0324-01.filtered.vcf.gz",1,-1699.51132248714,1e-04,0,-1,Inf,1,114,"2.2.M2.2",1,FALSE,NA
"S0325-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0326-01B.filtered.vcf.gz",3,-840.367221724601,0.000739506172839506,0,1.74885992663039e-49,6.7283,1,74,"4.8.1",0.9061,FALSE,NA
"S0326-01B.filtered.vcf.gz",3,-840.367221724601,0.000739506172839506,0,1.74885992663039e-49,6.7283,2,147,"2.2.M4",0.0424,FALSE,NA
"S0326-01B.filtered.vcf.gz",3,-840.367221724601,0.000739506172839506,0,1.74885992663039e-49,6.7283,3,128,"4.9",0.0515,FALSE,NA
"S0326-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0329-01.filtered.vcf.gz",2,-1460.94551395715,0.0011962962962963,0,9.52681256174027e-45,40.9812,1,9,"4.3.2.1",0.8557,FALSE,NA
"S0329-01.filtered.vcf.gz",2,-1460.94551395715,0.0011962962962963,0,9.52681256174027e-45,40.9812,2,57,"4.1.1.1",0.1443,FALSE,NA
"S0330-01.filtered.vcf.gz",5,-3187.73847347878,0.0011962962962963,0,0.000535637851663771,6.3076,1,128,"4.9",0.3622,FALSE,NA
"S0330-01.filtered.vcf.gz",5,-3187.73847347878,0.0011962962962963,0,0.000535637851663771,6.3076,2,65,"2.2.M1.1",0.2829,FALSE,NA
"S0330-01.filtered.vcf.gz",5,-3187.73847347878,0.0011962962962963,0,0.000535637851663771,6.3076,3,57,"4.1.1.1",0.2506,FALSE,NA
"S0330-01.filtered.vcf.gz",5,-3187.73847347878,0.0011962962962963,0,0.000535637851663771,6.3076,4,9,"4.3.2.1",0.0841,FALSE,NA
"S0330-01.filtered.vcf.gz",5,-3187.73847347878,0.0011962962962963,0,0.000535637851663771,6.3076,5,96,"3.1.1.1",0.0202,FALSE,NA
"S0331-01B.filtered.vcf.gz",1,-4206.62056124293,0.00055679012345679,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE,NA
"S0331-01_K064729.filtered.vcf.gz",2,-3405.17090886096,0.00055679012345679,0,8.00066476700959e-34,3.57699999999999,1,112,"2.2.M2.5",0.9854,FALSE,NA
"S0331-01_K064729.filtered.vcf.gz",2,-3405.17090886096,0.00055679012345679,0,8.00066476700959e-34,3.57699999999999,2,128,"4.9",0.0146,FALSE,NA
"S0331-01.filtered.vcf.gz",1,-2683.96048352274,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE,NA
"S0334-01B.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0334-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0336-01.filtered.vcf.gz",1,-4935.19604878204,0.000617695473251029,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE,NA
"S0338-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0340-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0341-01B.filtered.vcf.gz",5,-3321.35167831294,0.000922222222222222,0,3.9895828608579e-09,3.6862,1,141,"4.4.1.1",0.5802,FALSE,NA
"S0341-01B.filtered.vcf.gz",5,-3321.35167831294,0.000922222222222222,0,3.9895828608579e-09,3.6862,2,40,"2.2.M4.4",0.0925,FALSE,NA
"S0341-01B.filtered.vcf.gz",5,-3321.35167831294,0.000922222222222222,0,3.9895828608579e-09,3.6862,3,128,"4.9",0.2567,FALSE,NA
"S0341-01B.filtered.vcf.gz",5,-3321.35167831294,0.000922222222222222,0,3.9895828608579e-09,3.6862,4,9,"4.3.2.1",0.0501,FALSE,NA
"S0341-01B.filtered.vcf.gz",5,-3321.35167831294,0.000922222222222222,0,3.9895828608579e-09,3.6862,5,57,"4.1.1.1",0.0205,FALSE,NA
"S0341-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0343-01B.filtered.vcf.gz",1,-4151.21592766921,0.00055679012345679,0,-1,Inf,1,114,"2.2.M2.2",1,FALSE,NA
"S0343-01.filtered.vcf.gz",1,-1768.52876686008,1e-04,0,-1,Inf,1,114,"2.2.M2.2",1,FALSE,NA
"S0348-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0351-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0352-01B.filtered.vcf.gz",2,-4232.92473554999,0.000465432098765432,0,4.55486479769383e-60,91.5444,1,26,"3.5.1",0.7414,FALSE,NA
"S0352-01B.filtered.vcf.gz",2,-4232.92473554999,0.000465432098765432,0,4.55486479769383e-60,91.5444,2,65,"2.2.M1.1",0.2586,FALSE,NA
"S0352-01.filtered.vcf.gz",1,-532.364814966416,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE,NA
"S0353-01.filtered.vcf.gz",1,-542.671410858291,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE,NA
"S0354-01.filtered.vcf.gz",1,-2604.43534394907,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0355-01.filtered.vcf.gz",1,-1647.99975978765,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE,NA
"S0360-01.filtered.vcf.gz",1,-728.154435760507,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0362-01.filtered.vcf.gz",1,-2793.35087789047,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0363-01.filtered.vcf.gz",1,-3985.57570333935,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0366-01.filtered.vcf.gz",1,-1829.4184415284,0.000465432098765432,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE,NA
"S0367-01B.filtered.vcf.gz",1,-1741.84762260319,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE,NA
"S0367-01.filtered.vcf.gz",2,-3532.51118254574,1e-04,0,4.51670501970023e-60,144.0072,1,65,"2.2.M1.1",0.5932,FALSE,NA
"S0367-01.filtered.vcf.gz",2,-3532.51118254574,1e-04,0,4.51670501970023e-60,144.0072,2,26,"3.5.1",0.4068,FALSE,NA
"S0370-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0372-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0377-01B.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0377-01_K064756.filtered.vcf.gz",4,-2875.723320407,0.000678600823045267,0,6.50828778585712e-14,4.2832,1,65,"2.2.M1.1",0.7399,FALSE,NA
"S0377-01_K064756.filtered.vcf.gz",4,-2875.723320407,0.000678600823045267,0,6.50828778585712e-14,4.2832,2,9,"4.3.2.1",0.0788,FALSE,NA
"S0377-01_K064756.filtered.vcf.gz",4,-2875.723320407,0.000678600823045267,0,6.50828778585712e-14,4.2832,3,128,"4.9",0.1607,FALSE,NA
"S0377-01_K064756.filtered.vcf.gz",4,-2875.723320407,0.000678600823045267,0,6.50828778585712e-14,4.2832,4,156,"4.1.1.3",0.0206,FALSE,NA
"S0377-01.filtered.vcf.gz",1,-1209.49885312523,0.000922222222222222,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0378-01.filtered.vcf.gz",1,-3575.61294273031,0.000617695473251029,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
"S0380-01.filtered.vcf.gz",1,-2752.73415776144,1e-04,0,-1,Inf,1,115,"2.2.M1.4",1,FALSE,NA
"S0387-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0391-01B.filtered.vcf.gz",3,-4620.94074084431,1e-04,0,2.32162964732681e-39,5.70299999999999,1,65,"2.2.M1.1",0.8748,FALSE,NA
"S0391-01B.filtered.vcf.gz",3,-4620.94074084431,1e-04,0,2.32162964732681e-39,5.70299999999999,2,156,"4.1.1.3",0.1077,FALSE,NA
"S0391-01B.filtered.vcf.gz",3,-4620.94074084431,1e-04,0,2.32162964732681e-39,5.70299999999999,3,9,"4.3.2.1",0.0175,FALSE,NA
"S0391-01.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0393-01B.filtered.vcf.gz",1,-3597.82334760629,0.000617695473251029,0,-1,Inf,1,12,"4.3.3",1,FALSE,NA
"S0393-01.filtered.vcf.gz",3,-4329.24780490176,1e-04,0,2.72626671534455e-44,3.3817,1,156,"4.1.1.3",0.4798,FALSE,NA
"S0393-01.filtered.vcf.gz",3,-4329.24780490176,1e-04,0,2.72626671534455e-44,3.3817,2,65,"2.2.M1.1",0.5099,FALSE,NA
"S0393-01.filtered.vcf.gz",3,-4329.24780490176,1e-04,0,2.72626671534455e-44,3.3817,3,9,"4.3.2.1",0.0103,FALSE,NA
"S0394-01.filtered.vcf.gz",1,-1483.22185040747,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE,NA
"S0401-01B.filtered.vcf.gz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"median depth too low"
"S0401-01.filtered.vcf.gz",1,-1233.06412571261,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE,NA
"S0402-01.filtered.vcf.gz",1,-5598.43412468014,0.000922222222222222,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE,NA
