covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,HR_TCC_assoc,HR_TCC_assoc_lower,HR_TCC_assoc_upper,Indel
INH_AUC,0.030142366801305668,0.00021324654755986529,4.647287353525182e-05,0.0002612685168796255,0.016163802673864386,0.2251945922185628,1.8648066553078835,858.4049748731331,0.18380312290701836,205.70066820744134,165.93698010360526,0.06254956637896711,1.962731399506627,-0.0015828362421171326,0.061867569844728465,0.9703073841562323,0.9400073638698013,1.0015840895885952,mammalian_cell_entry
Indel_Sample1,0.5543856896153382,0.10506659853080505,0.018443423785477378,0.12412480310913167,0.3523135011735027,0.18139165867008483,1.5735578902561604,1230.1304645643415,0.15354066311445003,213.3275145917396,181.80000971175997,0.11584683690615859,1.9618943223859313,-0.13681616803686591,1.2455875472675424,0.5744250280911248,0.28777177892755046,1.1466173442273555,mammalian_cell_entry
Lineage_3,-0.3953477389457242,0.21475210004155768,0.029970531916715386,0.24572164968883026,0.49570318708762634,0.14421069522151125,-0.797549318309785,1825.6396638061665,0.12603508761434276,220.25956177128023,196.54662716279117,0.42523579015239965,1.961264251004001,-1.3675526788894339,0.5768572009979855,1.484900458872549,0.5616607826021117,3.925731404184416,mammalian_cell_entry
Lineage_4,0.228828151192859,0.03240256140798143,0.01286233960795258,0.04569364566953243,0.2137607205955585,0.4101862224471281,1.0704873680970064,342.7589427453079,0.2908737980259959,178.71635837298152,117.46794127325215,0.28515321307353003,1.966909179468619,-0.19161977235637173,0.6492760747420897,0.7954652215093609,0.5224238357112996,1.211209893915739,mammalian_cell_entry
PZA_AUC,-0.0029838859022690966,3.757650401154395e-06,9.25877480522381e-07,4.714390464360855e-06,0.0021712647154045624,0.2546112493361646,-1.374261683109939,704.1435032127936,0.20294035261590676,200.87763953722848,156.29102806488814,0.1697976960110645,1.9633387011890562,-0.0072468139485491155,0.0012790421440109223,1.0029883421209882,0.9987217754817623,1.0072731356491575,mammalian_cell_entry
RIF_AUC,1.0867358852928242,0.2028297618753013,0.028707403965870563,0.23249407930670088,0.4821763985376108,0.14625229136558893,2.2538139332177547,1781.3656500478373,0.12759171123780358,219.86725627676057,195.71134207512304,0.024328990046614613,1.9612965893838161,0.14104495935963646,2.0324268112260118,0.3373157359590534,0.1310171810632784,0.8684502658521077,mammalian_cell_entry
diabetes,0.6251363999965257,0.14196363038533297,0.028350799784745556,0.17125945682957006,0.41383505993278297,0.20636149107147508,1.5105931336462002,991.0501104036922,0.17106107298583229,208.91196226734493,172.54063939607835,0.131210905325596,1.9623605554066637,-0.18695719805992017,1.4372299980529717,0.535188423841032,0.23758495883761166,1.205575682967454,mammalian_cell_entry
inh_resistant,0.2844443829345094,0.13221989102222648,0.026266188395443188,0.1593616190308511,0.39920122623916265,0.20527719240111944,0.7125338406753738,999.7478444172858,0.17031533799471635,209.0999048952616,172.930941308183,0.4763005211642761,1.9623396805846065,-0.4989240238526323,1.0678127897216512,0.7524322023713577,0.3437595702293668,1.6469482399796358,mammalian_cell_entry
screen_years,-0.025884877315237222,5.1141595118605244e-05,1.6180653711098156e-05,6.786160395340667e-05,0.008237815484302054,0.3269356146601441,-3.142201638840216,477.7197905954353,0.24638393230848588,189.92884320770185,135.8989783119515,0.001780999344317502,1.964942197214647,-0.04207170857321054,-0.009698046057263904,1.0262228001488785,1.0097452244954812,1.0429692659072518,mammalian_cell_entry
INH_AUC,0.029673835286864344,0.00021364628326412096,4.5751318804686985e-05,0.00026092264602896423,0.016153100198691404,0.2212833382474417,1.837036539231539,883.3512605939386,0.18118918953318913,206.35944044332817,167.28097804083114,0.06654029977038867,1.9626531409726187,-0.00202909755454277,0.06137676812827146,0.9707621102628419,0.9404688343334552,1.0020311575660714,esx
